line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
759	Unique	Unique	false	56	2	LockedCandidatesPointing	.8...4.2.35..9....7.......5..8..3..7...4...8..9.....12.2.1.5..46.18..........6.7.	.8...4.2.35..9....7.......5..8..3..7...4...8..9.....12.2.1.5..46.18..........6.7.	failures/top1465-0759.png	-	-	-
760	Unique	Unique	false	51	15	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,NakedQuad,UniqueRectangle	.7..1.8.....8...91.....6..2..2.....8...46....7....5...8.3...4..9...3....1......57	.79.1.8....58...91.....6..2..2.....8.9.46....7....5...8.3...4.99.7.3..861.....357	failures/top1465-0760.png	-	-	-
761	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle	.12...6.....8.7......3.....73....4......2...9......5..4..53....8......3........1.	312945687946817352587362941739156428658423179124789563471538296865291734293674815	-	-	-	-
762	Unique	Unique	false	54	17	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair	..43...5...38..2....8...7.....5.........3..4.7...2...1....756..9..1...8.5.....4..	..43..158..38..2....8...7.....5.....8..73..4.7...2...1.8..756..9..1...8.5.....4..	failures/top1465-0762.png	-	-	-
763	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,FinnedXWing,XWing,UniqueRectangle	...4...25.....1.8..2..9..7.7.....3..6.3.......8..37.5..9.2.....4..1..8......78.9.	137486925945721683826593471719845362653912748284637159398264517472159836561378294	-	-	-	-
764	Unique	Unique	false	52	24	LockedCandidatesPointing,HiddenSingle,NakedPair,NakedSingle,NakedTriple,NakedQuad,ClaimingBoxLineReduction	87.........53.6..1...2.9...68.......7..1..84....9.......1..42.52.....43..........	87.........53.6..1..62.9..468.......7..1..84....9.8..7.618.42752.....43..........	failures/top1465-0764.png	-	-	-
765	Unique	Unique	false	50	11	HiddenSingle,LockedCandidatesPointing,FinnedXWing	84...9..1....8.2......7..4...1..4....83....6...9.....4...7...3..1.8....5.2..3.4..	84...93.1...48.2......7..4...1..4..3483..7.6...93.8..4...7...3.31.8....5.2..3.4..	failures/top1465-0765.png	-	-	-
766	Unique	Unique	false	50	14	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair	7.6...42.8.......7......93....2.5.6442........6..8.2.....5.6.....31.4.....5.7..9.	7.6...42.8.......7......93.3..215.6442.......56.48.2.....5.6.4...31.4....45.7..9.	failures/top1465-0766.png	-	-	-
767	Unique	Unique	false	53	15	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedQuad	621......9......4....51..........9.7.7...94....2...65..4..7.......1...852..36....	621...5739......4....51..........9.7.7...94...92...65..4..7.......1...852..36...4	failures/top1465-0767.png	-	-	-
768	Unique	Unique	false	54	9	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction	.9..2....6..1...........3.5...91..2.17.8...4...24.....71.....6.85.3...7..2..8....	.9..2....6..1.....2.....3.5...91..2.17.8.2.4...24.....71.2...6.85.3...7..2..8....	failures/top1465-0768.png	-	-	-
769	Unique	Unique	false	53	11	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedQuad	.7....4.......2...2.6....98..3...5......8.....419....2...23..6......7..9.3.4.5...	.7....42......2...2.6.4..98..3.2.5......8.9...419....2...23..6......73.9.3.4.52..	failures/top1465-0769.png	-	-	-
770	Unique	Unique	false	49	11	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedXWing	.3.4...6..2...14.9..46.....5.....1..6....895...8..7..4..98...........81.3...4...5	.3.4...6..26..14.9..46.....5....41..64...895...8..7..4..98...4.4.....81.38..4..95	failures/top1465-0770.png	-	-	-
771	Unique	Unique	false	53	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,FinnedXWing	.2....9......164..3..94......23...8..............79..6.918..7...3...5.6...5.....3	426...9......1643.31.94.6....23...8..............79..6.918..7...3...5.6...5.....3	failures/top1465-0771.png	-	-	-
772	Unique	Unique	false	53	19	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,ClaimingBoxLineReduction,NakedQuad,FinnedSwordfish	.1.........5...9..2...8...5...6...7..4.3...1.5.9..1..8....2.4..1..8.3.6......7...	.1.........5...9..2...8.1.5..16...7..4.3...1.5.92.1..8....2.4..1.48.3.6....4.78..	failures/top1465-0772.png	-	-	-
773	Unique	Unique	false	53	9	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	...46....568......3....1....3....96..956........7...4..8.94.3......7..2.1.....89.	...46....568......3....1....3....96..956........7...4..8.94.3..9.3178.2.1.....89.	failures/top1465-0773.png	-	-	-
774	Unique	Unique	false	46	19	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedPair,NakedSingle,FinnedXWing	8..7.............45..9...2.....63...9.1..5.3...51..........72.3.38...6....25...79	8..7....6...3....45..9...2.....63...961..5.3.3.51...6..596.72.3738...6..6.253..79	failures/top1465-0774.png	-	-	-
775	Unique	Unique	true	0	68	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedQuad,NakedSingle,NakedTriple	2.9.......8....7...7...15..41.....3..9...2......7....8...6..3.....87..1.....39.4.	239587461185496723674321589417968235893152674562743198928614357346875912751239846	-	-	-	-
776	Unique	Unique	false	55	6	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad	1...8...3.534...2.9..........72..16.5......9...1.....7...64........1.2....5.72..8	1...8...3.534...2.9...2......72..16.5......92..1.....7...64........1.2....5.72..8	failures/top1465-0776.png	-	-	-
777	Unique	Unique	false	54	17	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedQuad,HiddenPair,FinnedXWing,NakedTriple,ClaimingBoxLineReduction,HiddenTriple	...2.49...4.....5...37....88...1..64...3..5...9..8..........74..15......6......2.	...2.49...4.....5...37..4188...1..64...3..589.9..8..........74..15....9.6......2.	failures/top1465-0777.png	-	-	-
778	Unique	Unique	false	50	14	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,FinnedXWing	....716.46.72..8............7..5.........6.2..1.....3..4......2....8.3...58..9..1	.2..716946.72..81.......2...7..5..4......6.2..1.....3..4.....82.6..8.3...58..9461	failures/top1465-0778.png	-	-	-
779	Unique	Unique	false	54	7	HiddenSingle,LockedCandidatesPointing,FinnedXWing	9.1...2..5..78..4.........57...4..3.1.8..95.....5....2.4...6......2....12.7.....3	9.1...2..5..78..4.........57...4..3.1.8..95.4...5....2.4...6.2....2....1217.....3	failures/top1465-0779.png	-	-	-
780	Unique	Unique	true	0	64	LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenTriple,NakedPair,NakedSingle,HiddenSingle	4...7.1....19.46.5.....1......7....2..2.3....847..6....14...8.6.2....3..6...9....	496573128381924675275861943153789462962435781847216539714352896529648317638197254	-	-	-	-
781	Unique	Unique	false	53	9	HiddenSingle,LockedCandidatesPointing,FinnedXWing,NakedSingle,ClaimingBoxLineReduction,NakedPair	..6..48..47..3....2.3.1...532...8..7....5.6....7.....4...2...9.......4..1.....3.6	..6.248..47..3..6.2.3.1..4532...8..7....5.6....7.9...4...2...9.......4..1.....3.6	failures/top1465-0781.png	-	-	-
782	Unique	Unique	false	53	10	HiddenSingle,LockedCandidatesPointing	..1.935..2..4.5..8........984..7......68......3......4......9..6.8..9....2....173	.81.935..2..4.5..8........984..7......68......3....8.4......9866.8..9....2....173	failures/top1465-0782.png	-	-	-
783	Unique	Unique	false	52	7	HiddenSingle,LockedCandidatesPointing	...39..72.......95.7...53..............1..2....7.48.1..69....5..3...98..5.87...4.	...39..72..3....9597...53..............1..2..3.7.48.1..69....5..3...982.5.87...4.	failures/top1465-0783.png	-	-	-
784	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedQuad,NakedSingle,NakedPair	....5...1.8.9...6.....8.7.....765..3.2.......6......18..6.1....3..27.5.4..4......	439657281187924365562183749841765923923841657675392418756419832318276594294538176	-	-	-	-
785	Unique	Unique	false	35	35	NakedSingle,HiddenSingle,LockedCandidatesPointing,FinnedXWing,NakedTriple,NakedPair,ClaimingBoxLineReduction,XWing	.......9.....3..51.7..418...13...4......5...37.8....2...1.64....9......2...5.....	13...5.94....3..51.75.41836513...46....45.1.3748316925.51.643...9.1..542...5..61.	failures/top1465-0785.png	-	-	-
786	Unique	Unique	true	0	78	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedTriple,NakedSingle	3..5..1.....1..5..1.....329..86.............724........2...3.....5..9.8...9..8.6.	384592176792136548156847329918675432563924817247381695821763954675419283439258761	-	-	-	-
787	Unique	Unique	false	51	9	HiddenSingle,LockedCandidatesPointing	14......6..7...93...3........5.7..9.3..41.5...9.8......2...86.......785....1....4	14......6..7..4931..3..1..5..5.7..9.3..4195...9.8......2...861......785....1....4	failures/top1465-0787.png	-	-	-
788	Unique	Unique	false	54	19	HiddenSingle,LockedCandidatesPointing,NakedQuad	.836.........7..4...........6.1.8..........27...3.....4.2.5....7.....8........1..	.836.........7..48.74.8.....671.8..........27...3.7.814.285....7.....8.....7..1..	failures/top1465-0788.png	-	-	-
789	Unique	Unique	false	46	19	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedQuad,NakedSingle	.52.......6...9...9...8..53.1.7.2.3.....3.1.7..8....4.....7.89......6.....5.....2	.52....8.86...9.2.9..28.653.167.2.38....3.167..8...24.....7.896....26...6.5.....2	failures/top1465-0789.png	-	-	-
790	Unique	Unique	false	57	4	HiddenSingle,LockedCandidatesPointing,NakedQuad	.2..8...7..6..9.......5.48...3....4.5...6.2..67.1....3..14.........17....8.....6.	.2..8...78.6..9.......5.48...3....4.5...6.2..67.1....3..14.........17....8.....6.	failures/top1465-0790.png	-	-	-
791	Unique	Unique	false	53	8	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle	.2..8......7..9..1.4......52....8..9...16.....785.....3..4.69....9.1...2.......6.	.2..8......7..9..1.4...1..52....8..9.9.16.....7859....3..4.69....981...2...9...6.	failures/top1465-0791.png	-	-	-
792	Unique	Unique	false	45	18	HiddenSingle,ClaimingBoxLineReduction,NakedSingle,NakedPair,LockedCandidatesPointing,FinnedXWing	..6.5..9.1..6......5...1.8.2....31....5.....27.9.6....4..3....7...4...3...1..5...	8.6.543911.36.....95..31.8.2....31....5.....27.9.62..34..3..5175..41..3...1..5...	failures/top1465-0792.png	-	-	-
793	Unique	Unique	false	54	12	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenPair	..5....6..3.6.7...1.2.....34.......6.....98...8..3.....2.....78....1..5...39...4.	..5....6..3.6.7...162...7.34......363....98..28..3.....2.....78....1..5...39...4.	failures/top1465-0793.png	-	-	-
794	Unique	Unique	false	55	7	HiddenSingle,LockedCandidatesPointing,NakedQuad	6...1..2..1.36..5...7..8...4......19...7..4......34....6..2....12.....4..5.....63	6...1..2..1.36..54..7..8...4......19...7..4......34....6..2....12.....4..5....263	failures/top1465-0794.png	-	-	-
795	Unique	Unique	false	50	20	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedTriple	49.6..........4.8........5....2...1.....167.2.7...3....689.......25..6..3.......7	49.68.27......4.8........5....27..1.....167.2271..3.6..689.......25..6..3..16...7	failures/top1465-0795.png	-	-	-
796	Unique	Unique	false	55	9	NakedSingle,NakedPair,LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenSingle,FinnedSwordfish	37.6.......4.......5..8.19......5....9..1..3....4......85.3..7.......6.......7.42	37.6.1....14.......5..8.19......5....9..1..3....4......8523.971......6.......7.42	failures/top1465-0796.png	-	-	-
797	Unique	Unique	false	54	20	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,ClaimingBoxLineReduction,NakedQuad	1..3..5..5..9......6....4.8.4..7..2..32....5...5............8.6....43.......597..	1..3..5..5..9......6....4.8.4..7..2..32.9..5...5.3..8..5....8.6....43..5....597..	failures/top1465-0797.png	-	-	-
798	Unique	Unique	false	53	11	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,NakedTriple,NakedPair	1.....4...65.7..9...7....63..19.......4..5...5..1..83.....9...6.3...7..2...8.6...	1.36..4...65.7..9..47....63..19.......47.5...5..1..83.....9...6.3...7..2...8.6...	failures/top1465-0798.png	-	-	-
799	Unique	Unique	true	0	67	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair	.96....73....76.4.......8...6..........5.4...5..281.........1..2.......8.7.94..3.	196428573385176942724359816468793251912564387537281469659837124243615798871942635	-	-	-	-
800	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle,NakedQuad	.3..7...4....25.......9..3.87.......14....6.......4..1......3...89....2...2689...	531876294497325168268491735876512943145938672923764851614257389789143526352689417	-	-	-	-
801	Unique	Unique	false	50	9	HiddenSingle,LockedCandidatesPointing,FinnedSwordfish	..4..3...8...9..6......8..1.135.......9...5.7.....6.1..6.72..59...3..1...7...92..	..4..3...8...9..6...6..8..1.135..69.6.9...5.7...9.6.1..6.72..59...3..17..7...92..	failures/top1465-0801.png	-	-	-
802	Unique	Unique	false	56	7	HiddenSingle,LockedCandidatesPointing,NakedQuad,ClaimingBoxLineReduction	..1.8...7...1.5..3.5.6.9.1.16..2..8.......6....5...7.....8..2....9.57...84.......	..1.8...7...1.5..3.5.6.9.1.16..2..8.......6....5...7..5..8..2....9.57...84.......	failures/top1465-0802.png	-	-	-
803	Unique	Unique	false	43	23	NakedSingle,ClaimingBoxLineReduction,NakedPair,LockedCandidatesPointing,NakedTriple,HiddenSingle	...5.........7.1.3...1.3.74..2.6...95....4....74....1..5.8..6.......9.25...3...9.	...54.9.....67.1.3...193.74..2761..95....4....74..5.1..5.8276.1...419.25...356.9.	failures/top1465-0803.png	-	-	-
804	Unique	Unique	false	55	15	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedPair,XWing,NakedSingle,UniqueRectangle	.....7.....8...5..1...4987.2....46..4.9.2.7.38........7.3....1....6.1.......9....	.....7....78...5..1..34987.2....46..4.9.2.7.38........7.3....1....6.1.....1.9....	failures/top1465-0804.png	-	-	-
805	Unique	Unique	false	54	12	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction	..........6....312....85.7..57..3..69...1.2...3.......6...9.8..3....17...9...7..1	7.........6....312....85.7..57..3..69...1.2...3.......671.9.8..3....17...9...7..1	failures/top1465-0805.png	-	-	-
806	Unique	Unique	false	55	9	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,ClaimingBoxLineReduction	93......1.67....2.8.....3...2..7....6...3.9......2.46.4..6......9..5...3.....4...	93......1.67....2.8.....3...2..76.3.6...3.9.2....2.46.4..6......9..5..43.....4...	failures/top1465-0806.png	-	-	-
807	Unique	Unique	false	51	12	HiddenSingle,LockedCandidatesPointing,Swordfish	.9...71....8...26........5...6..3..27.1.95......6......738.........4...66.2...7..	.9..671....8...267.67....5...6..3..27.1.956.....6......738.6......74...66.2...7..	failures/top1465-0807.png	-	-	-
808	Unique	Unique	false	51	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle,NakedQuad,NakedPair,FinnedXWing,FinnedSwordfish	.6...13...9.5.........4...52...549.........7....9..5147.14..8..3...6.1.......8.3.	.6...13...9.5....11...4...521..549.........7....9..5147214..8..38..6.1.......8.3.	failures/top1465-0808.png	-	-	-
809	Unique	Unique	false	49	15	HiddenSingle,LockedCandidatesPointing,FinnedSwordfish,NakedSingle	.2.....4..4...62717.3........2.....9..8...7...9...5.1...61.9..4...6...9......21.5	.2.....43.4...62717.3........2.....9..8...7...9...5.1.5.61.9.242..65..97.....2165	failures/top1465-0809.png	-	-	-
810	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedQuad,FinnedXWing,XWing,UniqueRectangle	..8....54...25.8.64..8....3.......2...9...7..71..4.5....798.........5...16...7...	928763154371254896456891273584379621639512748712648539247986315893125467165437982	-	-	-	-
811	Unique	Unique	true	0	71	NakedSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedTriple,UniqueRectangle,HiddenSingle,FinnedSwordfish	..5...987.4..5...1..7......2...48....9.1.....6..2.....3..6..2.......9.7.......5..	135426987846957321927381465213748659598163742674295813351674298482539176769812534	-	-	-	-
812	Unique	Unique	false	56	5	LockedCandidatesPointing,ClaimingBoxLineReduction	..4....89...1.2.6...6...7..2..8.4.1..4....5...3......8....7.......5.1....154398..	..4....89...1.2.6...6...7..2..8.4.1..4....5...3......8....7.......5.1....154398..	failures/top1465-0812.png	-	-	-
813	Unique	Unique	true	0	66	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair	...7.6.....1.9.52..9..2.........4...35......69..5....8.8.......6.3..5....42...1..	238756491761498523495123867817634952354289716926571348189342675673915284542867139	-	-	-	-
814	Unique	Unique	false	50	16	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,HiddenPair,NakedQuad	...68.......9..4....2.....7.7....1.9..45..2..6......5.8...9..2.9.5..3....1...6..5	...68.5.2.5.9..4....2.5...757....1.9..45..2..62.....5.8...95.2.9.5..3...21...6..5	failures/top1465-0814.png	-	-	-
815	Unique	Unique	false	56	5	NakedTriple,LockedCandidatesPointing,FinnedXWing,FinnedSwordfish	...58......7...6..3..6.42..97..2.5.3..1.5..4.5.....7..4.59...2........6.....1.3..	...58......7...6..3..6.42..97..2.5.3..1.5..4.5.....7..4.59...2........6.....1.3..	failures/top1465-0815.png	-	-	-
816	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedSingle	...2.5.9..47.........6.....5..9.1.......8.1........3..2.......6....3.8..7...4....	381275694647398512952614783573961248429583167816427359238159476194736825765842931	-	-	-	-
817	Unique	Unique	false	53	14	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedPair,NakedQuad,HiddenPair,Swordfish	84..1...27.....8.....5.........5..3.65...9.....2.7...1.....628...6.....523....4..	84..1...27.....8.....5.........5..3.65...972...2.7...151...628...6.....523...54..	failures/top1465-0817.png	-	-	-
818	Unique	Unique	false	46	15	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	1...9............1.3.6...7.......5.259..6..3.....7.89.6..7...4.94...8..6......2.5	1...9............1.3.6...7......956259..6.137....7.8946..7...4.94...8716...946285	failures/top1465-0818.png	-	-	-
819	Unique	Unique	false	50	8	NakedSingle,HiddenSingle,FinnedXWing,LockedCandidatesPointing	.2..316.......938.9.35....1......8...1.6...4.2.6.97....9....56..........5....2.38	.2..316.......938.9.35....1......8.6.1.6...4.2.6.97153.9....56........1.5....2.38	failures/top1465-0819.png	-	-	-
820	Unique	Unique	false	47	9	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle	..75...311......4.9..4..68....7.8....9.14..53..4.5......58...2..8.2.51..7........	..75...311......4.9..4..68.5..7.84...9.14.753.74.5..1...58..32..8.2.517.7........	failures/top1465-0820.png	-	-	-
